Device Time, Air Fuel Ratio(Measured)(:1),Engine RPM(rpm),Mass Air Flow Rate(g/s),Throttle Position(Manifold)(%),Timing Advance(°)
31-maj-2017 08:23:12.695,14.49543476,2900.75,30.5,17.25490189,28.5
31-maj-2017 08:23:12.795,14.49543476,2900.75,30.5,17.64705849,28.5
31-maj-2017 08:23:12.899,14.49543476,2900.75,30.5,17.64705849,28.5
31-maj-2017 08:23:12.998,14.49543476,2900.75,30.5,17.64705849,28.5
31-maj-2017 08:23:13.098,14.38417912,2900.75,30.5,17.64705849,28.5
31-maj-2017 08:23:13.198,14.38417912,2900.75,30.5,17.64705849,28.5
31-maj-2017 08:23:13.297,14.38417912,2900.75,20.75,17.64705849,28.5
31-maj-2017 08:23:13.396,14.38417912,2855.5,20.75,17.64705849,28.5
31-maj-2017 08:23:13.496,14.38417912,2855.5,20.75,17.64705849,28.5
31-maj-2017 08:23:13.596,14.38417912,2855.5,20.75,17.64705849,6
31-maj-2017 08:23:13.696,14.38417912,2855.5,20.75,3.92156863,6
31-maj-2017 08:23:13.797,14.38417912,2855.5,20.75,3.92156863,6
31-maj-2017 08:23:13.896,14.38417912,2855.5,20.75,3.92156863,6
31-maj-2017 08:23:13.996,11.25827599,2855.5,20.75,3.92156863,6
31-maj-2017 08:23:14.097,11.25827599,2855.5,20.75,3.92156863,6
31-maj-2017 08:23:14.197,11.25827599,2855.5,4.25,3.92156863,6
31-maj-2017 08:23:14.296,11.25827599,1901.75,4.25,3.92156863,6
31-maj-2017 08:23:14.397,11.25827599,1901.75,4.25,3.92156863,6
31-maj-2017 08:23:14.496,11.25827599,1901.75,4.25,3.92156863,21.5
31-maj-2017 08:23:14.595,11.25827599,1901.75,4.25,3.92156863,21.5
31-maj-2017 08:23:14.698,11.25827599,1901.75,4.25,6.27450991,21.5
31-maj-2017 08:23:14.796,11.25827599,1901.75,4.25,6.27450991,21.5
31-maj-2017 08:23:14.896,11.25827599,1901.75,4.25,6.27450991,21.5
31-maj-2017 08:23:14.997,14.82202148,1901.75,4.25,6.27450991,21.5
31-maj-2017 08:23:15.098,14.82202148,1901.75,4.25,6.27450991,21.5
31-maj-2017 08:23:15.197,14.82202148,1901.75,10.5,6.27450991,21.5
31-maj-2017 08:23:15.295,14.82202148,1932.5,10.5,6.27450991,21.5
31-maj-2017 08:23:15.396,14.82202148,1932.5,10.5,6.27450991,21.5
31-maj-2017 08:23:15.496,14.82202148,1932.5,10.5,6.27450991,21
31-maj-2017 08:23:15.597,14.82202148,1932.5,10.5,7.45098066,21
31-maj-2017 08:23:15.697,14.82202148,1932.5,10.5,7.45098066,21
31-maj-2017 08:23:15.798,14.82202148,1932.5,10.5,7.45098066,21
31-maj-2017 08:23:15.897,14.5133791,1932.5,10.5,7.45098066,21
31-maj-2017 08:23:15.997,14.5133791,1932.5,10.5,7.45098066,21
31-maj-2017 08:23:16.099,14.5133791,1932.5,11.25,7.45098066,21
31-maj-2017 08:23:16.198,14.5133791,1932.5,11.25,7.45098066,21
31-maj-2017 08:23:16.302,14.5133791,1922.5,11.25,7.45098066,21
31-maj-2017 08:23:16.399,14.5133791,1922.5,11.25,7.45098066,21
31-maj-2017 08:23:16.496,14.5133791,1922.5,11.25,7.45098066,21
31-maj-2017 08:23:16.596,14.5133791,1922.5,11.25,7.45098066,21
31-maj-2017 08:23:16.697,14.5133791,1922.5,11.25,7.45098066,21
31-maj-2017 08:23:16.797,14.5133791,1922.5,11.25,7.45098066,21
31-maj-2017 08:23:16.896,14.45954514,1922.5,11.25,7.45098066,21
31-maj-2017 08:23:16.996,14.45954514,1922.5,11.25,7.45098066,21
31-maj-2017 08:23:17.097,14.45954514,1922.5,11.25,7.45098066,21
31-maj-2017 08:23:17.197,14.45954514,1914.25,11.25,7.45098066,21
31-maj-2017 08:23:17.297,14.45954514,1914.25,11.25,7.45098066,21
31-maj-2017 08:23:17.395,14.45954514,1914.25,11.25,7.45098066,21
31-maj-2017 08:23:17.495,14.45954514,1914.25,11.25,7.45098066,21
31-maj-2017 08:23:17.596,14.45954514,1914.25,11.25,7.45098066,21
31-maj-2017 08:23:17.699,14.45954514,1914.25,11.25,7.45098066,21
31-maj-2017 08:23:17.796,14.62463284,1914.25,11.25,7.45098066,21
31-maj-2017 08:23:17.896,14.62463284,1914.25,11.25,7.45098066,21
31-maj-2017 08:23:17.996,14.62463284,1914.25,11,7.45098066,21
31-maj-2017 08:23:18.098,14.62463284,1900,11,7.45098066,21
31-maj-2017 08:23:18.197,14.62463284,1900,11,7.45098066,21
31-maj-2017 08:23:18.296,14.62463284,1900,11,7.45098066,20
31-maj-2017 08:23:18.396,14.62463284,1900,11,7.45098066,20
31-maj-2017 08:23:18.497,14.62463284,1900,11,7.45098066,20
31-maj-2017 08:23:18.596,14.62463284,1900,11,7.45098066,20
31-maj-2017 08:23:18.698,14.62463284,1900,11,7.45098066,20
31-maj-2017 08:23:18.797,14.82202148,1900,11,7.45098066,20
31-maj-2017 08:23:18.896,14.82202148,1900,11,7.45098066,20
31-maj-2017 08:23:18.996,14.82202148,1900,11,7.45098066,20
31-maj-2017 08:23:19.095,14.82202148,1881.25,11,7.45098066,20
31-maj-2017 08:23:19.197,14.82202148,1881.25,11,7.45098066,20
31-maj-2017 08:23:19.298,14.82202148,1881.25,11,7.45098066,20
31-maj-2017 08:23:19.397,14.82202148,1881.25,11,7.05882359,20
31-maj-2017 08:23:19.496,14.82202148,1881.25,11,7.05882359,20
31-maj-2017 08:23:19.595,14.82202148,1881.25,11,7.05882359,20
31-maj-2017 08:23:19.696,14.84714413,1881.25,11,7.05882359,20
31-maj-2017 08:23:19.796,14.84714413,1881.25,11,7.05882359,20
31-maj-2017 08:23:19.896,14.84714413,1881.25,10.25,7.05882359,20
31-maj-2017 08:23:19.997,14.84714413,1864.5,10.25,7.05882359,20
31-maj-2017 08:23:20.097,14.84714413,1864.5,10.25,7.05882359,20
31-maj-2017 08:23:20.196,14.84714413,1864.5,10.25,7.05882359,20
31-maj-2017 08:23:20.295,14.84714413,1864.5,10.25,7.05882359,20
31-maj-2017 08:23:20.396,14.84714413,1864.5,10.25,7.05882359,20
31-maj-2017 08:23:20.496,14.84714413,1864.5,10.25,7.05882359,20
31-maj-2017 08:23:20.598,14.84714413,1864.5,10.25,7.05882359,20
31-maj-2017 08:23:20.696,14.96916485,1864.5,10.25,7.05882359,20
31-maj-2017 08:23:20.797,14.96916485,1864.5,10.25,7.05882359,20
31-maj-2017 08:23:20.896,14.96916485,1864.5,10.75,7.05882359,20
31-maj-2017 08:23:20.998,14.96916485,1846,10.75,7.05882359,20
31-maj-2017 08:23:21.098,14.96916485,1846,10.75,7.05882359,20
31-maj-2017 08:23:21.195,14.96916485,1846,10.75,7.05882359,20
31-maj-2017 08:23:21.297,14.96916485,1846,10.75,6.66666698,20
31-maj-2017 08:23:21.396,14.96916485,1846,10.75,6.66666698,20
31-maj-2017 08:23:21.496,14.96916485,1846,10.75,6.66666698,20
31-maj-2017 08:23:21.596,14.96916485,1846,10.75,6.66666698,20
31-maj-2017 08:23:21.697,14.58874512,1846,10.75,6.66666698,20
31-maj-2017 08:23:21.799,14.58874512,1846,10.25,6.66666698,20
31-maj-2017 08:23:21.897,14.58874512,1846,10.25,6.66666698,20
31-maj-2017 08:23:21.996,14.58874512,1827.25,10.25,6.66666698,20
31-maj-2017 08:23:22.097,14.58874512,1827.25,10.25,6.66666698,20
31-maj-2017 08:23:22.200,14.58874512,1827.25,10.25,6.66666698,20
31-maj-2017 08:23:22.296,14.58874512,1827.25,10.25,6.27450991,20
31-maj-2017 08:23:22.395,14.58874512,1827.25,10.25,6.27450991,20
31-maj-2017 08:23:22.495,14.58874512,1827.25,10.25,6.27450991,20
31-maj-2017 08:23:22.596,14.33034706,1827.25,10.25,6.27450991,20
31-maj-2017 08:23:22.697,14.33034706,1827.25,7,6.27450991,20
31-maj-2017 08:23:22.795,14.33034706,1827.25,7,6.27450991,20
31-maj-2017 08:23:22.896,14.33034706,1810.5,7,6.27450991,20
31-maj-2017 08:23:22.996,14.33034706,1810.5,7,6.27450991,20
31-maj-2017 08:23:23.101,14.33034706,1810.5,7,6.27450991,19.5
31-maj-2017 08:23:23.196,14.33034706,1810.5,7,4.31372547,19.5
31-maj-2017 08:23:23.297,14.33034706,1810.5,7,4.31372547,19.5
31-maj-2017 08:23:23.399,14.33034706,1810.5,7,4.31372547,19.5
31-maj-2017 08:23:23.496,14.33034706,1810.5,7,4.31372547,19.5
31-maj-2017 08:23:23.596,14.96916485,1810.5,7,4.31372547,19.5
31-maj-2017 08:23:23.701,14.96916485,1810.5,6.25,4.31372547,19.5
31-maj-2017 08:23:23.795,14.96916485,1810.5,6.25,4.31372547,19.5
31-maj-2017 08:23:23.902,14.96916485,1758.75,6.25,4.31372547,19.5
31-maj-2017 08:23:23.996,14.96916485,1758.75,6.25,4.31372547,17
31-maj-2017 08:23:24.097,14.96916485,1758.75,6.25,4.31372547,17
31-maj-2017 08:23:24.197,14.96916485,1758.75,6.25,2.35294127,17
31-maj-2017 08:23:24.296,14.96916485,1758.75,6.25,2.35294127,17
31-maj-2017 08:23:24.396,14.96916485,1758.75,6.25,2.35294127,17
31-maj-2017 08:23:24.496,16.25397873,1758.75,6.25,2.35294127,17
31-maj-2017 08:23:24.596,16.25397873,1758.75,6.25,2.35294127,17
31-maj-2017 08:23:24.699,16.25397873,1758.75,4.25,2.35294127,17
31-maj-2017 08:23:24.798,16.25397873,1756.5,4.25,2.35294127,17
31-maj-2017 08:23:24.898,16.25397873,1756.5,4.25,2.35294127,17
31-maj-2017 08:23:24.997,16.25397873,1756.5,4.25,2.35294127,-4
31-maj-2017 08:23:25.097,16.25397873,1756.5,4.25,2.35294127,-4
31-maj-2017 08:23:25.197,16.25397873,1756.5,4.25,2.35294127,-4
31-maj-2017 08:23:25.296,16.25397873,1756.5,4.25,2.35294127,-4
31-maj-2017 08:23:25.396,16.25397873,1756.5,4.25,2.35294127,-4
31-maj-2017 08:23:25.496,29.39955139,1756.5,4.25,2.35294127,-4
31-maj-2017 08:23:25.596,29.39955139,1756.5,5,2.35294127,-4
31-maj-2017 08:23:25.696,29.39955139,1756.5,5,2.35294127,-4
31-maj-2017 08:23:25.795,29.39955139,1721,5,2.35294127,-4
31-maj-2017 08:23:25.897,29.39955139,1721,5,2.35294127,21.5
31-maj-2017 08:23:25.998,29.39955139,1721,5,2.35294127,21.5
31-maj-2017 08:23:26.098,29.39955139,1721,5,3.92156863,21.5
31-maj-2017 08:23:26.200,29.39955139,1721,5,3.92156863,21.5
31-maj-2017 08:23:26.297,29.39955139,1721,5,3.92156863,21.5
31-maj-2017 08:23:26.395,12.48207951,1721,5,3.92156863,21.5
31-maj-2017 08:23:26.496,12.48207951,1721,5,3.92156863,21.5
31-maj-2017 08:23:26.596,12.48207951,1721,6,3.92156863,21.5
31-maj-2017 08:23:26.698,12.48207951,1708.25,6,3.92156863,21.5
31-maj-2017 08:23:26.796,12.48207951,1708.25,6,3.92156863,21.5
31-maj-2017 08:23:26.895,12.48207951,1708.25,6,3.92156863,21
31-maj-2017 08:23:26.997,12.48207951,1708.25,6,3.52941179,21
31-maj-2017 08:23:27.097,12.48207951,1708.25,6,3.52941179,21
31-maj-2017 08:23:27.196,12.48207951,1708.25,6,3.52941179,21
31-maj-2017 08:23:27.298,13.76689434,1708.25,6,3.52941179,21
31-maj-2017 08:23:27.397,13.76689434,1708.25,6,3.52941179,21
31-maj-2017 08:23:27.496,13.76689434,1708.25,4.5,3.52941179,21
31-maj-2017 08:23:27.597,13.76689434,1708.25,4.5,3.52941179,21
31-maj-2017 08:23:27.698,13.76689434,1694.5,4.5,3.52941179,21
31-maj-2017 08:23:27.804,13.76689434,1694.5,4.5,3.52941179,15.5
31-maj-2017 08:23:27.898,13.76689434,1694.5,4.5,3.52941179,15.5
31-maj-2017 08:23:27.996,13.76689434,1694.5,4.5,2.35294127,15.5
31-maj-2017 08:23:28.097,13.76689434,1694.5,4.5,2.35294127,15.5
31-maj-2017 08:23:28.198,13.76689434,1694.5,4.5,2.35294127,15.5
31-maj-2017 08:23:28.299,15.10913086,1694.5,4.5,2.35294127,15.5
31-maj-2017 08:23:28.398,15.10913086,1694.5,4.5,2.35294127,15.5
31-maj-2017 08:23:28.496,15.10913086,1694.5,3.75,2.35294127,15.5
31-maj-2017 08:23:28.598,15.10913086,1665.75,3.75,2.35294127,15.5
31-maj-2017 08:23:28.695,15.10913086,1665.75,3.75,2.35294127,15.5
31-maj-2017 08:23:28.796,15.10913086,1665.75,3.75,2.35294127,-4.5
31-maj-2017 08:23:28.896,15.10913086,1665.75,3.75,2.35294127,-4.5
31-maj-2017 08:23:28.995,15.10913086,1665.75,3.75,2.35294127,-4.5
31-maj-2017 08:23:29.097,15.10913086,1665.75,3.75,2.35294127,-4.5
31-maj-2017 08:23:29.197,15.10913086,1665.75,3.75,2.35294127,-4.5
31-maj-2017 08:23:29.297,29.39955139,1665.75,3.75,2.35294127,-4.5
31-maj-2017 08:23:29.397,29.39955139,1665.75,4,2.35294127,-4.5
31-maj-2017 08:23:29.496,29.39955139,1665.75,4,2.35294127,-4.5
31-maj-2017 08:23:29.596,29.39955139,1636.5,4,2.35294127,-4.5
31-maj-2017 08:23:29.698,29.39955139,1636.5,4,2.35294127,-4.5
31-maj-2017 08:23:29.797,29.39955139,1636.5,4,2.35294127,-4.5
31-maj-2017 08:23:29.896,29.39955139,1636.5,4,1.96078432,-4.5
31-maj-2017 08:23:29.997,29.39955139,1636.5,4,1.96078432,-4.5
31-maj-2017 08:23:30.096,29.39955139,1636.5,4,1.96078432,-4.5
31-maj-2017 08:23:30.197,29.39955139,1636.5,4,1.96078432,-4.5
31-maj-2017 08:23:30.296,29.39955139,1636.5,4,1.96078432,-4.5
31-maj-2017 08:23:30.397,29.39955139,1636.5,3.5,1.96078432,-4.5
31-maj-2017 08:23:30.496,29.39955139,1592,3.5,1.96078432,-4.5
31-maj-2017 08:23:30.597,29.39955139,1592,3.5,1.96078432,-4.5
31-maj-2017 08:23:30.698,29.39955139,1592,3.5,1.96078432,-4.5
31-maj-2017 08:23:30.802,29.39955139,1592,3.5,1.96078432,-4.5
31-maj-2017 08:23:30.896,29.39955139,1592,3.5,1.96078432,-4.5
31-maj-2017 08:23:30.996,29.39955139,1592,3.5,1.96078432,-4.5
31-maj-2017 08:23:31.096,29.39955139,1592,3.5,1.96078432,-4.5
31-maj-2017 08:23:31.197,29.39955139,1592,3.5,1.96078432,-4.5
31-maj-2017 08:23:31.296,29.39955139,1592,3.5,1.96078432,-4.5
31-maj-2017 08:23:31.395,29.39955139,1592,3.5,1.96078432,-4.5
31-maj-2017 08:23:31.495,29.39955139,1513.75,3.5,1.96078432,-4.5
31-maj-2017 08:23:31.597,29.39955139,1513.75,3.5,1.96078432,-4.5
31-maj-2017 08:23:31.699,29.39955139,1513.75,3.5,1.96078432,-4.5
31-maj-2017 08:23:31.798,29.39955139,1513.75,3.5,1.96078432,-4.5
31-maj-2017 08:23:31.896,29.39955139,1513.75,3.5,1.96078432,-4.5
31-maj-2017 08:23:31.995,29.39955139,1513.75,3.5,1.96078432,-4.5
31-maj-2017 08:23:32.095,29.39955139,1513.75,3.5,1.96078432,-4.5
31-maj-2017 08:23:32.195,29.39955139,1513.75,3.5,1.96078432,-4.5
31-maj-2017 08:23:32.296,29.39955139,1513.75,4.25,1.96078432,-4.5
31-maj-2017 08:23:32.395,29.39955139,1513.75,4.25,1.96078432,-4.5
31-maj-2017 08:23:32.495,29.39955139,1190.75,4.25,1.96078432,-4.5
31-maj-2017 08:23:32.595,29.39955139,1190.75,4.25,1.96078432,8
31-maj-2017 08:23:32.696,29.39955139,1190.75,4.25,1.96078432,8
31-maj-2017 08:23:32.795,29.39955139,1190.75,4.25,1.96078432,8
31-maj-2017 08:23:32.895,29.39955139,1190.75,4.25,1.96078432,8
31-maj-2017 08:23:32.996,29.39955139,1190.75,4.25,1.96078432,8
31-maj-2017 08:23:33.096,13.08859825,1190.75,4.25,1.96078432,8
31-maj-2017 08:23:33.196,13.08859825,1190.75,3.5,1.96078432,8
31-maj-2017 08:23:33.298,13.08859825,1190.75,3.5,1.96078432,8
31-maj-2017 08:23:33.397,13.08859825,1011.75,3.5,1.96078432,8
31-maj-2017 08:23:33.495,13.08859825,1011.75,3.5,1.96078432,8
31-maj-2017 08:23:33.596,13.08859825,1011.75,3.5,1.96078432,-5.5
31-maj-2017 08:23:33.698,13.08859825,1011.75,3.5,0.78431374,-5.5
31-maj-2017 08:23:33.799,13.08859825,1011.75,3.5,0.78431374,-5.5
31-maj-2017 08:23:33.896,13.08859825,1011.75,3.5,0.78431374,-5.5
31-maj-2017 08:23:33.998,13.08859825,1011.75,3.5,0.78431374,-5.5
31-maj-2017 08:23:34.096,11.02499962,1011.75,3.5,0.78431374,-5.5
31-maj-2017 08:23:34.196,11.02499962,1011.75,2.75,0.78431374,-5.5
31-maj-2017 08:23:34.297,11.02499962,1011.75,2.75,0.78431374,-5.5
31-maj-2017 08:23:34.398,11.02499962,1296.75,2.75,0.78431374,-5.5
31-maj-2017 08:23:34.496,11.02499962,1296.75,2.75,0.78431374,-3
31-maj-2017 08:23:34.595,11.02499962,1296.75,2.75,0.78431374,-3
31-maj-2017 08:23:34.697,11.02499962,1296.75,2.75,1.56862748,-3
31-maj-2017 08:23:34.797,11.02499962,1296.75,2.75,1.56862748,-3
31-maj-2017 08:23:34.900,11.02499962,1296.75,2.75,1.56862748,-3
31-maj-2017 08:23:34.997,16.6200428,1296.75,2.75,1.56862748,-3
31-maj-2017 08:23:35.097,16.6200428,1296.75,2.75,1.56862748,-3
31-maj-2017 08:23:35.198,16.6200428,1296.75,4.25,1.56862748,-3
31-maj-2017 08:23:35.298,16.6200428,1812,4.25,1.56862748,-3
31-maj-2017 08:23:35.397,16.6200428,1812,4.25,1.56862748,-3
31-maj-2017 08:23:35.496,16.6200428,1812,4.25,1.56862748,16.5
31-maj-2017 08:23:35.597,16.6200428,1812,4.25,1.56862748,16.5
31-maj-2017 08:23:35.697,16.6200428,1812,4.25,2.74509811,16.5
31-maj-2017 08:23:35.796,16.6200428,1812,4.25,2.74509811,16.5
31-maj-2017 08:23:35.896,16.6200428,1812,4.25,2.74509811,16.5
31-maj-2017 08:23:35.996,14.58874512,1812,4.25,2.74509811,16.5
31-maj-2017 08:23:36.097,14.58874512,1812,4.25,2.74509811,16.5
31-maj-2017 08:23:36.198,14.58874512,1812,4.25,2.74509811,16.5
31-maj-2017 08:23:36.300,14.58874512,1791.25,4.25,2.74509811,16.5
31-maj-2017 08:23:36.396,14.58874512,1791.25,4.25,2.74509811,16.5
31-maj-2017 08:23:36.495,14.58874512,1791.25,4.25,2.74509811,15.5
31-maj-2017 08:23:36.598,14.58874512,1791.25,4.25,2.74509811,15.5
31-maj-2017 08:23:36.696,14.58874512,1791.25,4.25,2.74509811,15.5
31-maj-2017 08:23:36.796,14.58874512,1791.25,4.25,2.74509811,15.5
31-maj-2017 08:23:36.897,14.58874512,1791.25,4.25,2.74509811,15.5
31-maj-2017 08:23:36.996,16.25397873,1791.25,4.25,2.74509811,15.5
31-maj-2017 08:23:37.096,16.25397873,1791.25,4.25,2.74509811,15.5
31-maj-2017 08:23:37.197,16.25397873,1791.25,4.5,2.74509811,15.5
31-maj-2017 08:23:37.296,16.25397873,1761.25,4.5,2.74509811,15.5
31-maj-2017 08:23:37.395,16.25397873,1761.25,4.5,2.74509811,15.5
31-maj-2017 08:23:37.495,16.25397873,1761.25,4.5,2.74509811,-4
31-maj-2017 08:23:37.596,16.25397873,1761.25,4.5,2.74509811,-4
31-maj-2017 08:23:37.696,16.25397873,1761.25,4.5,2.74509811,-4
31-maj-2017 08:23:37.797,16.25397873,1761.25,4.5,2.74509811,-4
31-maj-2017 08:23:37.898,29.39955139,1761.25,4.5,2.74509811,-4
31-maj-2017 08:23:37.996,29.39955139,1761.25,4.5,2.74509811,-4
31-maj-2017 08:23:38.096,29.39955139,1761.25,4.5,2.74509811,-4
31-maj-2017 08:23:38.198,29.39955139,1742,4.5,2.74509811,-4
31-maj-2017 08:23:38.296,29.39955139,1742,4.5,2.74509811,-4
31-maj-2017 08:23:38.396,29.39955139,1742,4.5,2.74509811,0
31-maj-2017 08:23:38.496,29.39955139,1742,4.5,2.74509811,0
31-maj-2017 08:23:38.597,29.39955139,1742,4.5,2.35294127,0
31-maj-2017 08:23:38.696,29.39955139,1742,4.5,2.35294127,0
31-maj-2017 08:23:38.797,29.39955139,1742,4.5,2.35294127,0
31-maj-2017 08:23:38.897,13.0096426,1742,4.5,2.35294127,0
31-maj-2017 08:23:38.998,13.0096426,1742,4.5,2.35294127,0
31-maj-2017 08:23:39.097,13.0096426,1742,7.25,2.35294127,0
31-maj-2017 08:23:39.198,13.0096426,1760,7.25,2.35294127,0
31-maj-2017 08:23:39.298,13.0096426,1760,7.25,2.35294127,0
31-maj-2017 08:23:39.396,13.0096426,1760,7.25,2.35294127,16.5
31-maj-2017 08:23:39.495,13.0096426,1760,7.25,5.49019623,16.5
31-maj-2017 08:23:39.595,13.0096426,1760,7.25,5.49019623,16.5
31-maj-2017 08:23:39.697,13.0096426,1760,7.25,5.49019623,16.5
31-maj-2017 08:23:39.796,12.03706074,1760,7.25,5.49019623,16.5
31-maj-2017 08:23:39.898,12.03706074,1760,7.25,5.49019623,16.5
31-maj-2017 08:23:39.999,12.03706074,1760,8.5,5.49019623,16.5
31-maj-2017 08:23:40.096,12.03706074,1760,8.5,5.49019623,16.5
31-maj-2017 08:23:40.198,12.03706074,1766.5,8.5,5.49019623,16.5
31-maj-2017 08:23:40.297,12.03706074,1766.5,8.5,5.49019623,19.5
31-maj-2017 08:23:40.399,12.03706074,1766.5,8.5,5.49019623,19.5
31-maj-2017 08:23:40.496,12.03706074,1766.5,8.5,5.88235283,19.5
31-maj-2017 08:23:40.597,12.03706074,1766.5,8.5,5.88235283,19.5
31-maj-2017 08:23:40.696,12.03706074,1766.5,8.5,5.88235283,19.5
31-maj-2017 08:23:40.796,14.53132343,1766.5,8.5,5.88235283,19.5
31-maj-2017 08:23:40.896,14.53132343,1766.5,8.5,5.88235283,19.5
31-maj-2017 08:23:40.997,14.53132343,1766.5,8.5,5.88235283,19.5
31-maj-2017 08:23:41.098,14.53132343,1766.5,8.5,5.88235283,19.5
31-maj-2017 08:23:41.199,14.53132343,1781,8.5,5.88235283,19.5
31-maj-2017 08:23:41.297,14.53132343,1781,8.5,5.88235283,19.5
31-maj-2017 08:23:41.396,14.53132343,1781,8.5,5.88235283,19.5
31-maj-2017 08:23:41.496,14.53132343,1781,8.5,5.49019623,19.5
31-maj-2017 08:23:41.596,14.53132343,1781,8.5,5.49019623,19.5
31-maj-2017 08:23:41.695,14.53132343,1781,8.5,5.49019623,19.5
31-maj-2017 08:23:41.798,14.75024414,1781,8.5,5.49019623,19.5
31-maj-2017 08:23:41.898,14.75024414,1781,8.5,5.49019623,19.5
31-maj-2017 08:23:41.997,14.75024414,1781,5.75,5.49019623,19.5
31-maj-2017 08:23:42.097,14.75024414,1781,5.75,5.49019623,19.5
31-maj-2017 08:23:42.196,14.75024414,1754.5,5.75,5.49019623,19.5
31-maj-2017 08:23:42.298,14.75024414,1754.5,5.75,5.49019623,22.5
31-maj-2017 08:23:42.397,14.75024414,1754.5,5.75,5.49019623,22.5
31-maj-2017 08:23:42.496,14.75024414,1754.5,5.75,3.13725495,22.5
31-maj-2017 08:23:42.596,14.75024414,1754.5,5.75,3.13725495,22.5
31-maj-2017 08:23:42.696,14.75024414,1754.5,5.75,3.13725495,22.5
31-maj-2017 08:23:42.797,14.82202148,1754.5,5.75,3.13725495,22.5
31-maj-2017 08:23:42.897,14.82202148,1754.5,5.75,3.13725495,22.5
31-maj-2017 08:23:42.999,14.82202148,1754.5,4.75,3.13725495,22.5
31-maj-2017 08:23:43.096,14.82202148,1771.5,4.75,3.13725495,22.5
31-maj-2017 08:23:43.197,14.82202148,1771.5,4.75,3.13725495,22.5
31-maj-2017 08:23:43.298,14.82202148,1771.5,4.75,3.13725495,25.5
31-maj-2017 08:23:43.395,14.82202148,1771.5,4.75,3.13725495,25.5
31-maj-2017 08:23:43.495,14.82202148,1771.5,4.75,3.13725495,25.5
31-maj-2017 08:23:43.597,14.82202148,1771.5,4.75,3.13725495,25.5
31-maj-2017 08:23:43.698,14.82202148,1771.5,4.75,3.13725495,25.5
31-maj-2017 08:23:43.796,15.10913086,1771.5,4.75,3.13725495,25.5
31-maj-2017 08:23:43.902,15.10913086,1771.5,5.5,3.13725495,25.5
31-maj-2017 08:23:43.998,15.10913086,1771.5,5.5,3.13725495,25.5
31-maj-2017 08:23:44.096,15.10913086,1747.5,5.5,3.13725495,25.5
31-maj-2017 08:23:44.197,15.10913086,1747.5,5.5,3.13725495,25.5
31-maj-2017 08:23:44.298,15.10913086,1747.5,5.5,3.13725495,21.5
31-maj-2017 08:23:44.396,15.10913086,1747.5,5.5,4.70588255,21.5
31-maj-2017 08:23:44.496,15.10913086,1747.5,5.5,4.70588255,21.5
31-maj-2017 08:23:44.596,15.10913086,1747.5,5.5,4.70588255,21.5
31-maj-2017 08:23:44.700,14.38417912,1747.5,5.5,4.70588255,21.5
31-maj-2017 08:23:44.798,14.38417912,1747.5,5.5,4.70588255,21.5
31-maj-2017 08:23:44.897,14.38417912,1747.5,8.5,4.70588255,21.5
31-maj-2017 08:23:45.002,14.38417912,1747.5,8.5,4.70588255,21.5
31-maj-2017 08:23:45.100,14.38417912,1754.25,8.5,4.70588255,21.5
31-maj-2017 08:23:45.198,14.38417912,1754.25,8.5,4.70588255,19.5
31-maj-2017 08:23:45.296,14.38417912,1754.25,8.5,4.70588255,19.5
31-maj-2017 08:23:45.395,14.38417912,1754.25,8.5,5.49019623,19.5
31-maj-2017 08:23:45.495,14.38417912,1754.25,8.5,5.49019623,19.5
31-maj-2017 08:23:45.596,14.38417912,1754.25,8.5,5.49019623,19.5
31-maj-2017 08:23:45.698,14.58874512,1754.25,8.5,5.49019623,19.5
31-maj-2017 08:23:45.797,14.58874512,1754.25,8.5,5.49019623,19.5
31-maj-2017 08:23:45.898,14.58874512,1754.25,8.5,5.49019623,19.5
31-maj-2017 08:23:45.997,14.58874512,1758,8.5,5.49019623,19.5
31-maj-2017 08:23:46.096,14.58874512,1758,8.5,5.49019623,19.5
31-maj-2017 08:23:46.197,14.58874512,1758,8.5,5.49019623,19.5
31-maj-2017 08:23:46.297,14.58874512,1758,8.5,6.27450991,19.5
31-maj-2017 08:23:46.397,14.58874512,1758,8.5,6.27450991,19.5
31-maj-2017 08:23:46.496,14.58874512,1758,8.5,6.27450991,19.5
31-maj-2017 08:23:46.595,14.58874512,1758,8.5,6.27450991,19.5
31-maj-2017 08:23:46.697,14.75024414,1758,8.5,6.27450991,19.5
31-maj-2017 08:23:46.799,14.75024414,1758,11,6.27450991,19.5
31-maj-2017 08:23:46.896,14.75024414,1758,11,6.27450991,19.5
31-maj-2017 08:23:46.996,14.75024414,1763,11,6.27450991,19.5
31-maj-2017 08:23:47.098,14.75024414,1763,11,6.27450991,19.5
31-maj-2017 08:23:47.196,14.75024414,1763,11,6.27450991,19.5
31-maj-2017 08:23:47.297,14.75024414,1763,11,-0.39215687,19.5
31-maj-2017 08:23:47.398,14.75024414,1763,11,-0.39215687,19.5
31-maj-2017 08:23:47.496,14.75024414,1763,11,-0.39215687,19.5
31-maj-2017 08:23:47.596,15.37470722,1763,11,-0.39215687,19.5
31-maj-2017 08:23:47.699,15.37470722,1763,11,-0.39215687,19.5
31-maj-2017 08:23:47.796,15.37470722,1763,15.75,-0.39215687,19.5
31-maj-2017 08:23:47.896,15.37470722,1763,15.75,-0.39215687,19.5
